text@vad1961m	@vad1961m	323.99	340.277	ну вот / вот для прокрастинирующего это очень важно это / а зачем я буду вот / заниматься вот этим сложным делом например писать статью / если я могу вот сейчас например пойти к вам на передачу да ? / и за два часа получить кучу положительных эмоций пообщаться / да ещё и запись в ютубе останется / и как бы классно
text@vad1961m	@vad1961m	340.277	346.353	или там / я ааа не знаю ещё что-нибудь такое приятное для себя и быстрое сделаю с друзьями пообщаюсь да ?
text@vad1961m	@vad1961m	346.353	350.823	или просто фильм новый посмотрю какой фильм непростой даже ! // непростой 
text@vad1961m	@vad1961m	350.99	363.934	вот / и вот / вот это вот / и вот дальше вы / сжимаете прокрастинируете сжимаете себя как пружину // у вас в мозге начинает нарастать состояние стресса // да типа а друг не успею а вдруш не успею / а на самом деле может работа
text@vad1961m	@vad1961m	363.973	364.349	и сейчас типа
text@vad1961m	@vad1961m	364.349	364.849	и вот
text@vad1961m	@vad1961m	365.362	366.074	да !
text@vad1961m	@vad1961m	366.074	381.997	и вот / в какой-то момент безопасность / вбросив в ваш мозг // хорошую дозу адреналина норадреналина // заставляет вас таки заняться нужным делом / и вы / действительно за три дня делаете то что должны были делать неделю / правда / при этом вы не спите
text@vad1961m	@vad1961m	382.897	385.841	ну не знаю как вы а я вот так и живу на самом деле да
text@vad1961m	@vad1961m	385.841	390.688	то есть я в какой-то момент / осознал что эээ активная прокрастинация это моё всё
text@vad1961m	@vad1961m	391.203	399.313	вот // эээ / при этом есть конечно большой минус // вы ы действительно / начинаете ловиться на быстрый успех и на на короткие дела
text@vad1961m	@vad1961m	399.644	406.951	и вот у меня сейчас в жизни просто эээ какое-то как бы такое // какая-то дыра образовалась я ни... ничего толком не успеваю писать большого
text@vad1961m	@vad1961m	407.526	415.29	вот / мы ы с / мы с кни... да с / одной одним из прекрасных наших научно-популярных издательств уже два года тянем проект
text@vad1961m	@vad1961m	415.77	419.828	который значит я естественно каждые там три месяца обещаю завершить
text@vad1961m	@vad1961m	420.506	426.874	вот но могу сказать что вот // все новогодние каникулы да все почти кроме первых двух дней нового года
text@vad1961m	@vad1961m	429.618	432.048	да нет нет вы погодите а что страдать - то
text@vad1961m	@vad1961m	432.07	442.984	вы просто начинаете осознанно относиться к этому и говорите ну что я буду насиловать свой собственный мозг / если активная прокрастинация позволяет мне / за три дня действительно сделать работу недельную
text@vad1961m	@vad1961m	453.761	454.854	эээ нет ну почему !
text@vad1961m	@vad1961m	454.857	460.816	вот как раз активная прокрастинация вы всё-таки / эти три дня не смотрите ээ какой-то сериальчик да ?
text@vad1961m	@vad1961m	461.189	463.873	а делаете другие дела // полезные !
text@vad1961m	@vad1961m	464.322	474.261	у вас / вообще - то / не знаю как у вас я к вам сегодня ехал вот / ээ и я перечитывал свой список из четырнадцати дел которые я должен ещё сегодня вечером сделать / четырнадцать
text@vad1961m	@vad1961m	474.634	478.16	вот // и все из них очень полезные / очень полезные
text@vad1961m	@vad1961m	478.286	490.787	вот поэтому уу а как бы настоящая активная прокрастинация это когда вы занимаетесь / короткими но полезными делами и откладываете / длинное но тоже очень полезное и откладываете пока / просто вот
words@mvs1985m	@mvs1985m	0.184	0.407	эээ
words@mvs1985m	@mvs1985m	0.407	0.63	/
words@mvs1985m	@mvs1985m	0.63	0.853	/
words@mvs1985m	@mvs1985m	0.853	1.076	в
words@mvs1985m	@mvs1985m	1.076	1.299	ситуации
words@mvs1985m	@mvs1985m	1.299	1.522	когда
words@mvs1985m	@mvs1985m	1.522	1.745	во
words@mvs1985m	@mvs1985m	1.745	1.968	сне
words@mvs1985m	@mvs1985m	1.968	2.191	ааа
words@mvs1985m	@mvs1985m	2.191	2.414	/
words@mvs1985m	@mvs1985m	2.414	2.637	/
words@mvs1985m	@mvs1985m	2.637	2.86	принимается
words@mvs1985m	@mvs1985m	2.86	3.083	какое-то
words@mvs1985m	@mvs1985m	3.083	3.306	решение
words@mvs1985m	@mvs1985m	3.306	3.529	ты
words@mvs1985m	@mvs1985m	3.529	3.752	просыпаешься
words@mvs1985m	@mvs1985m	3.752	3.975	со
words@mvs1985m	@mvs1985m	3.975	4.198	мной
words@mvs1985m	@mvs1985m	4.198	4.421	это
words@mvs1985m	@mvs1985m	4.421	4.644	много
words@mvs1985m	@mvs1985m	4.644	4.867	раз
words@mvs1985m	@mvs1985m	4.867	5.09	происходило
words@mvs1985m	@mvs1985m	5.09	5.313	ты
words@mvs1985m	@mvs1985m	5.313	5.536	просыпаешься
words@mvs1985m	@mvs1985m	5.536	5.759	и
words@mvs1985m	@mvs1985m	5.759	5.982	у
words@mvs1985m	@mvs1985m	5.982	6.205	тебя
words@mvs1985m	@mvs1985m	6.205	6.428	ааа
words@mvs1985m	@mvs1985m	6.428	6.651	/
words@mvs1985m	@mvs1985m	6.651	6.874	/
words@mvs1985m	@mvs1985m	6.874	7.097	есть
words@mvs1985m	@mvs1985m	7.097	7.32	ответ
words@mvs1985m	@mvs1985m	7.32	7.543	на
words@mvs1985m	@mvs1985m	7.543	7.766	вопрос
words@mvs1985m	@mvs1985m	7.766	7.989	с...
words@mvs1985m	@mvs1985m	7.989	8.212	на
words@mvs1985m	@mvs1985m	8.212	8.435	который
words@mvs1985m	@mvs1985m	8.435	8.658	у
words@mvs1985m	@mvs1985m	8.658	8.881	тебя
words@mvs1985m	@mvs1985m	8.881	9.104	вечером
words@mvs1985m	@mvs1985m	9.104	9.327	ещё
words@mvs1985m	@mvs1985m	9.327	9.55	ответа
words@mvs1985m	@mvs1985m	9.55	9.773	не
words@mvs1985m	@mvs1985m	9.773	9.996	было
words@mvs1985m	@mvs1985m	9.996	10.219	/
words@mvs1985m	@mvs1985m	10.219	10.442	/
words@mvs1985m	@mvs1985m	10.442	10.665	вот
words@mvs1985m	@mvs1985m	10.665	10.888	ааа
words@mvs1985m	@mvs1985m	10.888	11.111	в
words@mvs1985m	@mvs1985m	11.111	11.334	этой
words@mvs1985m	@mvs1985m	11.334	11.557	ситуации
words@mvs1985m	@mvs1985m	11.557	11.78	эээ
words@mvs1985m	@mvs1985m	11.78	12.003	что
words@mvs1985m	@mvs1985m	12.003	12.226	нам
words@mvs1985m	@mvs1985m	12.226	12.449	это
words@mvs1985m	@mvs1985m	12.449	12.672	говорит
words@mvs1985m	@mvs1985m	12.672	12.895	/
words@mvs1985m	@mvs1985m	12.895	13.118	/
words@mvs1985m	@mvs1985m	13.118	13.341	а
words@mvs1985m	@mvs1985m	13.341	13.564	оо
words@mvs1985m	@mvs1985m	13.564	13.787	/
words@mvs1985m	@mvs1985m	13.787	14.01	/
words@mvs1985m	@mvs1985m	14.01	14.233	эээ
words@mvs1985m	@mvs1985m	14.233	14.456	ну
words@mvs1985m	@mvs1985m	14.456	14.679	/
words@mvs1985m	@mvs1985m	14.679	14.902	/
words@mvs1985m	@mvs1985m	14.902	15.125	чем
words@mvs1985m	@mvs1985m	15.125	15.348	является
words@mvs1985m	@mvs1985m	15.348	15.571	там
words@mvs1985m	@mvs1985m	15.571	15.794	ч...
words@mvs1985m	@mvs1985m	15.794	16.017	моё
words@mvs1985m	@mvs1985m	16.017	16.24	я
words@mvs1985m	@mvs1985m	16.24	16.463	да
words@mvs1985m	@mvs1985m	16.463	16.686	?
words@mvs1985m	@mvs1985m	16.686	16.909	/
words@mvs1985m	@mvs1985m	16.909	17.132	потому
words@mvs1985m	@mvs1985m	17.132	17.355	что
words@mvs1985m	@mvs1985m	17.355	17.578	/
words@mvs1985m	@mvs1985m	17.578	17.801	вот
words@mvs1985m	@mvs1985m	17.801	18.024	очевидное
words@mvs1985m	@mvs1985m	18.024	18.247	решение
words@mvs1985m	@mvs1985m	18.247	18.47	и
words@mvs1985m	@mvs1985m	18.47	18.693	какие-то
words@mvs1985m	@mvs1985m	18.693	18.916	ответы
words@mvs1985m	@mvs1985m	18.916	19.139	могут
words@mvs1985m	@mvs1985m	19.139	19.362	искаться
words@mvs1985m	@mvs1985m	19.362	19.585	с
words@mvs1985m	@mvs1985m	19.585	19.808	в
words@mvs1985m	@mvs1985m	19.808	20.031	моё
words@mvs1985m	@mvs1985m	20.031	20.254	полное
words@mvs1985m	@mvs1985m	20.254	20.477	отсутствие
words@mvs1985m	@mvs1985m	20.477	20.7	когда
words@mvs1985m	@mvs1985m	20.7	20.923	я
words@mvs1985m	@mvs1985m	20.923	21.22	сплю
words@mvs1985m	@mvs1985m	28.862	29.184	угу
words@mvs1985m	@mvs1985m	45.947	46.254	угу
words@mvs1985m	@mvs1985m	68.879	69.209	угу
words@mvs1985m	@mvs1985m	73.33	73.626	и
words@mvs1985m	@mvs1985m	73.626	73.923	глядит
words@mvs1985m	@mvs1985m	112.1	112.473	угу
words@mvs1985m	@mvs1985m	126.422	126.684	угу
words@mvs1985m	@mvs1985m	138.011	138.333	угу
words@mvs1985m	@mvs1985m	159.422	159.816	она
words@mvs1985m	@mvs1985m	159.816	160.21	грустит
words@mvs1985m	@mvs1985m	160.709	161.048	#дыхание#
words@mvs1985m	@mvs1985m	183.702	183.988	ну
words@mvs1985m	@mvs1985m	183.988	184.274	нас
words@mvs1985m	@mvs1985m	184.274	184.56	подводят
words@mvs1985m	@mvs1985m	184.56	184.846	к
words@mvs1985m	@mvs1985m	184.846	185.132	этому
words@mvs1985m	@mvs1985m	185.132	185.418	проклятому
words@mvs1985m	@mvs1985m	185.418	185.704	вопросу
words@mvs1985m	@mvs1985m	185.704	185.99	о
words@mvs1985m	@mvs1985m	185.99	186.276	том
words@mvs1985m	@mvs1985m	186.276	186.562	что
words@mvs1985m	@mvs1985m	186.562	186.848	такое
words@mvs1985m	@mvs1985m	186.848	187.134	сознание
words@mvs1985m	@mvs1985m	187.134	187.42	и
words@mvs1985m	@mvs1985m	187.42	187.706	/
words@mvs1985m	@mvs1985m	187.706	187.992	на
words@mvs1985m	@mvs1985m	187.992	188.278	который
words@mvs1985m	@mvs1985m	190.748	191.07	угу
words@mvs1985m	@mvs1985m	224.199	224.645	утро
words@mvs1985m	@mvs1985m	224.645	225.091	вечера
words@mvs1985m	@mvs1985m	225.091	225.538	мудреннее
words@mvs1985m	@mvs1985m	228.275	228.588	угу
words@mvs1985m	@mvs1985m	236.278	238.024	#смеётся#
words@mvs1985m	@mvs1985m	241.591	241.901	эээ
words@mvs1985m	@mvs1985m	241.901	242.211	ээ
words@mvs1985m	@mvs1985m	242.211	242.521	как
words@mvs1985m	@mvs1985m	242.521	242.831	так
words@mvs1985m	@mvs1985m	242.831	243.141	ээ
words@mvs1985m	@mvs1985m	243.141	243.451	/
words@mvs1985m	@mvs1985m	243.451	243.761	откуда
words@mvs1985m	@mvs1985m	243.761	244.071	ээ
words@mvs1985m	@mvs1985m	244.071	244.381	/
words@mvs1985m	@mvs1985m	244.381	244.691	берётся
words@mvs1985m	@mvs1985m	244.691	245.001	потому
words@mvs1985m	@mvs1985m	245.001	245.311	что
words@mvs1985m	@mvs1985m	245.311	245.621	прокрастинация
words@mvs1985m	@mvs1985m	245.621	245.931	это
words@mvs1985m	@mvs1985m	245.931	246.241	/
words@mvs1985m	@mvs1985m	246.241	246.551	результат
words@mvs1985m	@mvs1985m	246.551	246.861	ээ
words@mvs1985m	@mvs1985m	246.861	247.171	ну
words@mvs1985m	@mvs1985m	247.171	247.481	у
words@mvs1985m	@mvs1985m	247.481	247.791	/
words@mvs1985m	@mvs1985m	247.791	248.101	получается
words@mvs1985m	@mvs1985m	248.101	248.411	сознательной
words@mvs1985m	@mvs1985m	248.411	248.721	совсем
words@mvs1985m	@mvs1985m	248.721	249.031	сознательной
words@mvs1985m	@mvs1985m	249.031	249.341	деятельности
words@mvs1985m	@mvs1985m	249.341	249.676	человека
words@mvs1985m	@mvs1985m	250.424	250.669	эээ
words@mvs1985m	@mvs1985m	250.669	250.914	то
words@mvs1985m	@mvs1985m	250.914	251.159	есть
words@mvs1985m	@mvs1985m	251.159	251.404	мозг
words@mvs1985m	@mvs1985m	251.404	251.649	он
words@mvs1985m	@mvs1985m	251.649	251.894	отдыхает
words@mvs1985m	@mvs1985m	251.894	252.139	он
words@mvs1985m	@mvs1985m	252.139	252.384	/
words@mvs1985m	@mvs1985m	252.384	252.629	/
words@mvs1985m	@mvs1985m	252.629	252.874	любит
words@mvs1985m	@mvs1985m	252.874	253.119	/
words@mvs1985m	@mvs1985m	253.119	253.364	/
words@mvs1985m	@mvs1985m	253.364	253.609	отдыхать
words@mvs1985m	@mvs1985m	253.609	253.854	но
words@mvs1985m	@mvs1985m	253.854	254.099	он
words@mvs1985m	@mvs1985m	254.099	254.344	/
words@mvs1985m	@mvs1985m	254.344	254.593	отдхает
words@mvs1985m	@mvs1985m	264.631	265.725	#смеётся#
words@mvs1985m	@mvs1985m	310.604	311.053	угу
words@mvs1985m	@mvs1985m	315.039	315.395	угу
words@mvs1985m	@mvs1985m	339.946	340.793	#смеётся#
words@mvs1985m	@mvs1985m	364.355	364.767	победят
words@mvs1985m	@mvs1985m	364.767	365.179	другие
words@mvs1985m	@mvs1985m	365.179	365.592	рычажки
words@mvs1985m	@mvs1985m	379.972	386.963	#смеётся#
words@mvs1985m	@mvs1985m	387.192	388.583	#вдох#
words@mvs1985m	@mvs1985m	388.583	388.988	это
words@mvs1985m	@mvs1985m	388.988	389.393	тоже
words@mvs1985m	@mvs1985m	389.393	389.798	потрясающе
words@mvs1985m	@mvs1985m	389.798	390.203	знакомо
words@mvs1985m	@mvs1985m	390.203	390.608	да
words@mvs1985m	@mvs1985m	407.549	407.96	это
words@mvs1985m	@mvs1985m	407.96	408.371	слишком
words@mvs1985m	@mvs1985m	408.371	408.782	знакомо
words@mvs1985m	@mvs1985m	408.782	409.193	да
words@mvs1985m	@mvs1985m	418.413	421.693	#смеётся#
words@mvs1985m	@mvs1985m	426.423	426.91	великие
words@mvs1985m	@mvs1985m	426.91	427.397	мира
words@mvs1985m	@mvs1985m	427.397	427.884	сего
words@mvs1985m	@mvs1985m	427.884	428.371	тоже
words@mvs1985m	@mvs1985m	428.371	428.858	страдают
words@mvs1985m	@mvs1985m	428.858	429.345	этой
words@mvs1985m	@mvs1985m	429.345	429.838	проблемой
words@mvs1985m	@mvs1985m	430.176	431.896	#смеётся#
words@mvs1985m	@mvs1985m	442.933	443.215	а
words@mvs1985m	@mvs1985m	443.215	443.497	что
words@mvs1985m	@mvs1985m	443.497	443.779	мы
words@mvs1985m	@mvs1985m	443.779	444.061	такое
words@mvs1985m	@mvs1985m	444.061	444.343	аа
words@mvs1985m	@mvs1985m	444.343	444.625	что
words@mvs1985m	@mvs1985m	444.625	444.907	мы
words@mvs1985m	@mvs1985m	444.907	445.189	такое
words@mvs1985m	@mvs1985m	445.189	445.471	ааа
words@mvs1985m	@mvs1985m	445.471	445.753	пытаемся
words@mvs1985m	@mvs1985m	445.753	446.035	сохранить
words@mvs1985m	@mvs1985m	446.035	446.317	какой
words@mvs1985m	@mvs1985m	446.317	446.599	мы
words@mvs1985m	@mvs1985m	446.599	446.881	ресурс
words@mvs1985m	@mvs1985m	446.881	447.163	/
words@mvs1985m	@mvs1985m	447.163	447.445	экономим
words@mvs1985m	@mvs1985m	447.445	447.727	что
words@mvs1985m	@mvs1985m	447.727	448.009	вот
words@mvs1985m	@mvs1985m	448.009	448.291	мы
words@mvs1985m	@mvs1985m	448.291	448.573	/
words@mvs1985m	@mvs1985m	448.573	448.855	предпочитаем
words@mvs1985m	@mvs1985m	448.855	449.137	/
words@mvs1985m	@mvs1985m	449.137	449.419	/
words@mvs1985m	@mvs1985m	449.419	449.701	три
words@mvs1985m	@mvs1985m	449.701	449.983	дня
words@mvs1985m	@mvs1985m	449.983	450.265	работать
words@mvs1985m	@mvs1985m	450.265	450.547	вместо
words@mvs1985m	@mvs1985m	450.547	450.829	недели
words@mvs1985m	@mvs1985m	450.829	451.111	притом
words@mvs1985m	@mvs1985m	451.111	451.393	что
words@mvs1985m	@mvs1985m	451.393	451.675	за
words@mvs1985m	@mvs1985m	451.675	451.957	эту
words@mvs1985m	@mvs1985m	451.957	452.239	неделю
words@mvs1985m	@mvs1985m	452.239	452.521	мы
words@mvs1985m	@mvs1985m	452.521	452.803	ничего
words@mvs1985m	@mvs1985m	452.803	453.085	полезного
words@mvs1985m	@mvs1985m	453.085	453.367	не
words@mvs1985m	@mvs1985m	453.367	453.657	делаем
words@mvs1985m	@mvs1985m	472.137	475.287	#смеётся#
words@mvs1985m	@mvs1985m	477.667	478.547	#смеётся#
words@vad1961m	@vad1961m	8.672	8.917	ну
words@vad1961m	@vad1961m	8.917	9.162	да
words@vad1961m	@vad1961m	21.388	21.664	ну
words@vad1961m	@vad1961m	21.664	21.94	ууу
words@vad1961m	@vad1961m	21.94	22.216	да
words@vad1961m	@vad1961m	22.216	22.492	так
words@vad1961m	@vad1961m	22.492	22.768	наше
words@vad1961m	@vad1961m	22.768	23.044	я
words@vad1961m	@vad1961m	23.044	23.32	ваше
words@vad1961m	@vad1961m	23.32	23.596	я
words@vad1961m	@vad1961m	23.596	23.872	мы
words@vad1961m	@vad1961m	23.872	24.148	же
words@vad1961m	@vad1961m	24.148	24.424	сегодня
words@vad1961m	@vad1961m	24.424	24.7	уже
words@vad1961m	@vad1961m	24.7	24.976	про
words@vad1961m	@vad1961m	24.976	25.252	это
words@vad1961m	@vad1961m	25.252	25.528	говорили
words@vad1961m	@vad1961m	25.528	25.804	/
words@vad1961m	@vad1961m	25.804	26.08	/
words@vad1961m	@vad1961m	26.08	26.356	его
words@vad1961m	@vad1961m	26.356	26.632	главная
words@vad1961m	@vad1961m	26.632	26.908	это
words@vad1961m	@vad1961m	26.908	27.184	задача
words@vad1961m	@vad1961m	27.184	27.46	это
words@vad1961m	@vad1961m	27.46	27.736	выбрать
words@vad1961m	@vad1961m	27.736	28.012	из
words@vad1961m	@vad1961m	28.012	28.288	возможных
words@vad1961m	@vad1961m	28.288	28.568	программ
words@vad1961m	@vad1961m	29.298	29.687	а
words@vad1961m	@vad1961m	29.687	30.076	программы
words@vad1961m	@vad1961m	30.076	30.465	генерируются
words@vad1961m	@vad1961m	30.465	30.854	нашей
words@vad1961m	@vad1961m	30.854	31.243	глобальной
words@vad1961m	@vad1961m	31.243	31.632	нейросетью
words@vad1961m	@vad1961m	31.632	32.021	которая
words@vad1961m	@vad1961m	32.021	32.41	/
words@vad1961m	@vad1961m	32.41	32.799	/
words@vad1961m	@vad1961m	32.799	33.188	собственно
words@vad1961m	@vad1961m	33.188	33.577	/
words@vad1961m	@vad1961m	33.577	33.966	что
